project_id,project_name,program_group,project_start_date,project_completion_date,extended_affordability_status,prevailing_wage_status,extremely_low_income_units,very_low_income,low_income_units,moderate_income,middle_income,other,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,senior_units,planned_tax_benefit
65127,65 PARK PLACE,Multifamily Incentives Program,2015-09-17T00:00:00.000,2015-09-17T00:00:00.000,No,Non Prevailing Wage,0,0,4,0,0,0,4,0,4,17,0,421a
65128,BUSHWICK PLACE VENTURE LLC,Multifamily Incentives Program,2016-06-20T00:00:00.000,2018-06-26T00:00:00.000,No,Non Prevailing Wage,0,0,4,0,0,0,4,0,4,20,0,421a
65129,679 GRAND LLC,Multifamily Incentives Program,2015-10-29T00:00:00.000,2018-05-08T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,2,0,2,10,0,421a
65130,423 EAST 117 STREET,Multifamily Incentives Program,2015-06-12T00:00:00.000,2018-05-08T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,2,0,2,8,0,421a
65131,THE SUTTON,Multifamily Incentives Program,2016-09-21T00:00:00.000,2019-05-14T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,23,0,23,0,23,114,0,421a
65132,1238 DECATUR STREET,Multifamily Incentives Program,2014-12-17T00:00:00.000,2017-10-04T00:00:00.000,No,Non Prevailing Wage,0,0,3,0,0,0,3,0,3,15,0,421a
65133,1223 BROADWAY,Multifamily Incentives Program,2015-01-22T00:00:00.000,2017-11-14T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,2,0,2,7,0,421a
65134,WATERMARK COURT,Multifamily Incentives Program,2017-05-15T00:00:00.000,2019-05-17T00:00:00.000,No,Non Prevailing Wage,0,0,34,0,0,0,34,0,34,168,0,421a
65135,3825 AND 3827 THIRD AVENUE,Multifamily Incentives Program,2014-05-19T00:00:00.000,2017-06-14T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,2,0,2,8,0,421a
65136,MONTROSE PARK LLC,Multifamily Incentives Program,2017-03-27T00:00:00.000,2017-03-27T00:00:00.000,No,Non Prevailing Wage,0,0,8,0,0,0,8,0,8,40,0,421a
65137,505 ST MARKS AVENUE,Multifamily Incentives Program,2016-05-26T00:00:00.000,2016-05-26T00:00:00.000,No,Non Prevailing Wage,0,0,30,0,0,0,30,0,30,147,0,421a
65138,53 WEST 126TH STREET,Multifamily Incentives Program,2014-11-19T00:00:00.000,2017-11-06T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,2,0,2,8,0,421a
65139,6155 BROADWAY,Multifamily Incentives Program,2016-08-12T00:00:00.000,2018-03-06T00:00:00.000,No,Non Prevailing Wage,0,0,9,0,0,0,9,0,9,44,0,421a
65140,607 WEST 161 STREET,Multifamily Incentives Program,2016-07-26T00:00:00.000,2017-12-22T00:00:00.000,No,Non Prevailing Wage,0,0,13,0,0,0,13,0,13,62,0,421a
65141,44-46 STANHOPE STREET,Multifamily Incentives Program,2016-09-14T00:00:00.000,2018-07-25T00:00:00.000,No,Non Prevailing Wage,0,0,4,0,0,0,4,0,4,20,0,421a
65142,CONFIDENTIAL,Confidential,2017-06-30T00:00:00.000,2017-10-31T00:00:00.000,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
65143,407 EAST 160TH STREET,Multifamily Incentives Program,2017-05-10T00:00:00.000,2019-02-01T00:00:00.000,No,Non Prevailing Wage,0,0,8,0,0,0,8,0,8,39,0,421a
65146,CONFIDENTIAL,Confidential,2017-06-28T00:00:00.000,2017-11-06T00:00:00.000,No,Non Prevailing Wage,2,0,0,0,0,0,0,2,2,2,0,
65150,CONFIDENTIAL,Confidential,2017-06-27T00:00:00.000,2017-09-12T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65156,CONFIDENTIAL,Confidential,2017-06-30T00:00:00.000,2017-11-16T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65158,CONFIDENTIAL,Confidential,2017-06-30T00:00:00.000,2018-04-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,3,0,0,0,3,3,3,0,
65159,CONFIDENTIAL,Confidential,2017-06-30T00:00:00.000,2017-12-12T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,2,2,0,
65160,CONFIDENTIAL,Confidential,2017-06-30T00:00:00.000,2017-10-23T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65162,CONFIDENTIAL,Confidential,2017-06-30T00:00:00.000,2017-08-29T00:00:00.000,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
65163,CONFIDENTIAL,Confidential,2017-06-30T00:00:00.000,2017-09-14T00:00:00.000,No,Non Prevailing Wage,0,0,3,0,0,0,0,3,3,3,0,
65164,CONFIDENTIAL,Confidential,2017-06-30T00:00:00.000,2017-09-13T00:00:00.000,No,Non Prevailing Wage,2,0,0,0,0,0,0,2,2,2,0,
65165,CONFIDENTIAL,Confidential,2017-06-30T00:00:00.000,2017-10-24T00:00:00.000,No,Non Prevailing Wage,0,0,0,3,0,0,0,3,3,3,0,
65167,CONFIDENTIAL,Confidential,2017-06-30T00:00:00.000,2017-09-29T00:00:00.000,No,Non Prevailing Wage,0,0,0,2,0,0,0,2,2,2,0,
65168,CONFIDENTIAL,Confidential,2017-06-30T00:00:00.000,2017-10-19T00:00:00.000,No,Non Prevailing Wage,0,0,3,0,0,0,0,3,3,3,0,
65170,CONFIDENTIAL,Confidential,2017-06-30T00:00:00.000,2018-01-09T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65172,CONFIDENTIAL,Confidential,2017-06-30T00:00:00.000,2017-07-13T00:00:00.000,No,Non Prevailing Wage,0,2,0,0,0,0,0,2,2,2,0,
65174,CONFIDENTIAL,Confidential,2017-06-29T00:00:00.000,2017-08-02T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65189,"47TH AVE - ""BIG SIX""",Multifamily Finance Program,2017-06-30T00:00:00.000,2017-06-30T00:00:00.000,No,Non Prevailing Wage,0,393,585,0,0,0,0,978,978,978,0,Article XI
65190,STEVENSON COMMONS,Multifamily Finance Program,2017-06-29T00:00:00.000,2017-06-29T00:00:00.000,No,Non Prevailing Wage,0,946,0,0,0,2,948,0,948,948,0,Article XI
65205,ACMH.2053 RYER AVE,Multifamily Finance Program,2018-06-04T00:00:00.000,2020-09-30T00:00:00.000,No,Non Prevailing Wage,52,33,0,0,0,1,86,0,86,86,0,420c
65210,VOA. 305 W. 97TH ST. ROSE HOUSE,Multifamily Finance Program,2018-06-08T00:00:00.000,,No,Non Prevailing Wage,97,0,0,0,0,0,97,0,97,97,0,420c
65212,645 GATES AVENUE,Multifamily Finance Program,2019-05-03T00:00:00.000,2021-09-20T00:00:00.000,No,Non Prevailing Wage,0,18,27,44,0,1,90,0,90,90,0,Article XI
65213,COMPASS 3,Multifamily Finance Program,2017-12-28T00:00:00.000,2021-06-30T00:00:00.000,No,Non Prevailing Wage,74,74,217,0,0,1,366,0,366,366,0,420c
65215,RIVER TERRACE.HRP.FY19,Multifamily Finance Program,2019-05-16T00:00:00.000,,No,Non Prevailing Wage,16,310,104,0,0,1,0,431,431,431,0,
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,No,Non Prevailing Wage,572,180,429,29,0,0,1210,0,1210,1210,0,
65246,144-146 WEST STREET,Multifamily Incentives Program,2017-11-09T00:00:00.000,2022-02-09T00:00:00.000,No,Non Prevailing Wage,0,0,4,0,3,0,7,0,7,22,0,421a
65254,CB WHCO PORTFOLIO.YR15.FY23,Multifamily Finance Program,2023-02-28T00:00:00.000,,No,Non Prevailing Wage,27,47,3,0,0,1,78,0,78,78,0,420c
65261,BETANCES (VI) FAMILY APARTMENTS,Multifamily Finance Program,2021-09-24T00:00:00.000,,No,Non Prevailing Wage,37,23,32,8,0,1,101,0,101,101,0,
65269,1296 SHERIDAN AVENUE.HPO.FY2018,Multifamily Finance Program,2018-06-28T00:00:00.000,2018-06-28T00:00:00.000,Yes,Non Prevailing Wage,0,19,39,0,0,1,59,0,59,59,0,Article XI
65275,1025-1027 LEGGETT AVE HDFC.PLP.FY19,Multifamily Finance Program,2019-06-17T00:00:00.000,2023-01-03T00:00:00.000,No,Non Prevailing Wage,0,43,4,0,0,1,0,48,48,48,32,Article XI
65277,HP PARK LANE PRESERVATION HDFC.HPO.FY19,Multifamily Finance Program,2019-05-06T00:00:00.000,2019-05-06T00:00:00.000,Yes,Non Prevailing Wage,135,196,4,0,0,1,336,0,336,353,0,Article XI
65280,9 SHERMAN ASSOCIATES LLC.PLP.FY19,Multifamily Finance Program,2019-05-22T00:00:00.000,2021-12-03T00:00:00.000,No,Non Prevailing Wage,5,42,37,7,0,1,92,0,92,92,0,Article XI
65291,BEDFORD UNION ARMORY,Multifamily Finance Program,2019-01-31T00:00:00.000,2023-06-27T00:00:00.000,No,Non Prevailing Wage,50,50,150,0,0,1,251,0,251,415,0,420c
65298,1675 WESTCHESTER,Multifamily Finance Program,2019-04-25T00:00:00.000,2023-04-04T00:00:00.000,No,Non Prevailing Wage,50,49,112,37,0,1,249,0,249,249,0,Article XI
65303,PENINSULA A1,Multifamily Finance Program,2021-12-16T00:00:00.000,,No,Non Prevailing Wage,97,0,96,0,0,1,194,0,194,194,0,420c
65304,LINDEN TERRACE BUILDING 2,Multifamily Finance Program,2020-12-17T00:00:00.000,,No,Non Prevailing Wage,44,36,79,0,0,1,160,0,160,160,0,420c
65305,BCHS. 2435 PACIFIC STREET,Multifamily Finance Program,2023-06-29T00:00:00.000,,No,Non Prevailing Wage,154,25,56,0,0,1,236,0,236,236,0,420c
65306,MARCUS GARVEY PHASE I-BUILDING B + D,Multifamily Incentives Program,2019-12-18T00:00:00.000,,No,Non Prevailing Wage,10,76,87,0,0,0,173,0,173,174,0,420c
65315,BED STUY CENTRAL AND NORTH PHASE I,Multifamily Finance Program,2021-06-30T00:00:00.000,,No,Non Prevailing Wage,0,0,0,15,16,0,20,11,31,31,0,UDAAP
65320,BREAKING GROUND.453 EAST 142ND ST.BETANCES V,Multifamily Finance Program,2019-06-24T00:00:00.000,2021-08-16T00:00:00.000,No,Prevailing Wage,151,0,0,0,0,1,152,0,152,152,151,Article XI
65337,332 EAST 54TH STREET.GHPP.FY19,Multifamily Finance Program,2018-07-12T00:00:00.000,,No,Non Prevailing Wage,0,4,15,0,0,0,19,0,19,19,0,
65341,FRIENDSET APTS HDFC.HUDMF.FY18,Multifamily Finance Program,2018-12-20T00:00:00.000,2021-12-30T00:00:00.000,Yes,Non Prevailing Wage,250,4,1,4,0,0,259,0,259,259,206,Article XI
65348,LIVONIA REGINA HDFC.HPO.FY18,Multifamily Finance Program,2018-06-28T00:00:00.000,2019-10-07T00:00:00.000,No,Non Prevailing Wage,110,57,0,0,0,1,168,0,168,168,121,Article XI
65349,BPR HDFC.HPO.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,Yes,Non Prevailing Wage,0,13,17,0,0,1,31,0,31,31,1,Article XI
65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,Multifamily Finance Program,2018-02-23T00:00:00.000,2020-10-16T00:00:00.000,No,Non Prevailing Wage,5,226,237,23,0,6,497,0,497,497,0,Article XI
65358,WEST 135TH ST. CLUSTER.YR15.FY21,Multifamily Finance Program,2021-06-30T00:00:00.000,2021-06-30T00:00:00.000,Yes,Non Prevailing Wage,11,72,21,4,0,2,110,0,110,110,0,420c
65360,SEVENTEENTH STREET HDFC.YR15.FY20,Multifamily Finance Program,2019-10-29T00:00:00.000,2021-11-05T00:00:00.000,No,Prevailing Wage,0,6,12,0,0,0,18,0,18,18,0,420c
65361,711 SEA GIRT HDFC,Multifamily Incentives Program,2017-11-21T00:00:00.000,2017-11-21T00:00:00.000,Yes,Non Prevailing Wage,7,0,454,454,1,1,917,0,917,917,0,Article XI
65362,GROWER-GREEN,Multifamily Incentives Program,2018-06-28T00:00:00.000,2018-06-28T00:00:00.000,Yes,Non Prevailing Wage,205,77,35,21,1,9,348,0,348,348,0,Article XI
65363,LAFAYETTE MORRISON APARTMENTS,Multifamily Incentives Program,2018-06-29T00:00:00.000,2018-06-29T00:00:00.000,Yes,Non Prevailing Wage,14,797,62,14,13,0,0,900,900,900,0,Article XI
65364,CASA CECILIA,Multifamily Incentives Program,2017-12-15T00:00:00.000,2017-12-15T00:00:00.000,Yes,Non Prevailing Wage,0,0,0,34,0,1,35,0,35,35,0,Article XI
65369,THE BARNETT,Multifamily Finance Program,2024-06-26T00:00:00.000,,No,Non Prevailing Wage,46,46,92,0,0,1,185,0,185,185,0,Article XI
65373,MMN1801- UPTOWN 6,Multifamily Finance Program,2018-06-29T00:00:00.000,2021-07-20T00:00:00.000,No,Non Prevailing Wage,8,41,32,0,0,1,82,0,82,82,0,
65374,TMN209G-2 - 640 RIVERSIDE,Multifamily Finance Program,2018-06-29T00:00:00.000,,No,Non Prevailing Wage,0,0,98,34,0,1,133,0,133,133,0,
65376,PARK VALLEY & SIMON BOLIVAR.YR15.FY23,Multifamily Finance Program,2023-05-02T00:00:00.000,,No,Non Prevailing Wage,31,63,3,0,0,0,97,0,97,97,14,420c
65377,NORTHCORE STUDIOS.YR15.FY24,Multifamily Finance Program,2024-02-09T00:00:00.000,,No,Non Prevailing Wage,17,4,35,0,0,1,57,0,57,57,40,420c
65378,JENKINS PORTFOLIO COMPANIES LLC.YR15.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,2022-09-22T00:00:00.000,No,Non Prevailing Wage,27,142,26,0,0,2,197,0,197,197,20,420c
65386,CONFIDENTIAL,Confidential,2017-07-21T00:00:00.000,2018-01-12T00:00:00.000,No,Non Prevailing Wage,0,0,0,3,0,0,0,3,3,3,1,
65389,SAINT MARKS APARTMENTS HDFC.HUDMF.FY18,Multifamily Finance Program,2017-12-28T00:00:00.000,2017-12-28T00:00:00.000,No,Non Prevailing Wage,30,16,2,3,0,1,52,0,52,52,0,Article XI
65390,81 - 95 LENOX AVENUE AKA CANAAN IV TOWERS,Multifamily Finance Program,2021-12-30T00:00:00.000,2023-06-21T00:00:00.000,No,Non Prevailing Wage,127,11,12,0,10,1,161,0,161,161,11,Article XI
65391,COOPER SQUARE SENIOR HDFC.HUDMF.FY19,Multifamily Finance Program,2019-02-14T00:00:00.000,2022-04-26T00:00:00.000,No,Non Prevailing Wage,145,4,1,0,0,1,151,0,151,151,120,Article XI
65392,TAINO TOWERS.HUDMF.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,2019-06-27T00:00:00.000,Yes,Non Prevailing Wage,520,91,35,7,2,1,656,0,656,656,0,Article XI
65409,EDGEMERE COMMONS - B1,Multifamily Finance Program,2023-06-26T00:00:00.000,,No,Non Prevailing Wage,71,71,94,0,0,1,237,0,237,237,0,420c
65433,2274 ADAM CLAYTON POWELL JR. BLVD. CLUSTER,Multifamily Finance Program,2021-05-05T00:00:00.000,2024-03-29T00:00:00.000,No,Non Prevailing Wage,0,0,0,36,0,0,0,36,36,36,14,Article XI
65439,CONFIDENTIAL,Confidential,2017-07-11T00:00:00.000,2017-07-11T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65441,CONFIDENTIAL,Confidential,2017-07-24T00:00:00.000,2017-07-24T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65443,CONFIDENTIAL,Confidential,2017-07-27T00:00:00.000,2017-07-27T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65444,CONFIDENTIAL,Confidential,2017-07-24T00:00:00.000,2017-07-24T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65453,HABITAT SINGLE FAMILY HOMES 3,Small Homes Program,2018-05-03T00:00:00.000,2018-05-03T00:00:00.000,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,3,3,3,0,UDAAP
65454,CONFIDENTIAL,Confidential,2017-07-31T00:00:00.000,2017-07-31T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65455,CONFIDENTIAL,Confidential,2017-07-13T00:00:00.000,2017-07-13T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65456,CONFIDENTIAL,Confidential,2017-07-26T00:00:00.000,2017-07-26T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65457,CONFIDENTIAL,Confidential,2017-07-31T00:00:00.000,2017-07-31T00:00:00.000,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
65467,EHEBCLT,Multifamily Finance Program,2020-11-23T00:00:00.000,,No,Non Prevailing Wage,0,14,0,24,0,0,38,0,38,38,0,Article XI
65470,110 LENOX AVENUE CLUSTER,Multifamily Finance Program,2024-02-07T00:00:00.000,,No,Non Prevailing Wage,0,8,0,47,0,0,18,37,55,55,0,Article XI
65485,CONFIDENTIAL,Confidential,2017-08-04T00:00:00.000,2017-10-06T00:00:00.000,No,Non Prevailing Wage,0,3,0,0,0,0,0,3,3,3,1,
65499,29 WEST STREET,Multifamily Incentives Program,2020-12-29T00:00:00.000,2023-10-10T00:00:00.000,No,Non Prevailing Wage,0,0,215,0,0,0,215,0,215,216,0,421a
65503,LIC RAMPS,Multifamily Incentives Program,2020-06-30T00:00:00.000,,No,Non Prevailing Wage,0,0,17,48,94,0,159,0,159,512,0,
65506,572 11TH AVE,Multifamily Incentives Program,2017-10-31T00:00:00.000,2018-09-07T00:00:00.000,No,Non Prevailing Wage,0,17,20,0,9,0,46,0,46,164,0,421a
65523,AILEEN AVERY HDFC.HRP.FY19,Multifamily Finance Program,2018-12-14T00:00:00.000,2021-07-30T00:00:00.000,No,Non Prevailing Wage,6,4,11,0,0,1,22,0,22,22,0,J-51
65541,TANYA TOWERS,Multifamily Incentives Program,2018-02-27T00:00:00.000,2020-02-13T00:00:00.000,No,Non Prevailing Wage,0,0,137,0,0,0,137,0,137,138,0,
65543,ARKER.40 DEBEVOISE STREET,Multifamily Finance Program,2018-05-23T00:00:00.000,2021-06-15T00:00:00.000,No,Prevailing Wage,64,0,0,0,0,1,65,0,65,65,64,420c
65554,BRIDGE ROCKAWAY,Multifamily Finance Program,2022-03-31T00:00:00.000,,No,Non Prevailing Wage,122,38,13,0,0,0,173,0,173,174,0,420c
65563,LES 278 HDFC.PLP.FY20 (278 EAST 7 STREET),Multifamily Finance Program,2019-12-19T00:00:00.000,2023-10-25T00:00:00.000,No,Non Prevailing Wage,1,14,2,0,0,0,0,17,17,17,0,Article XI
65573,115 STANWIX STREET,Multifamily Incentives Program,2017-12-22T00:00:00.000,2019-08-15T00:00:00.000,No,Non Prevailing Wage,0,0,16,0,25,0,41,0,41,136,0,421a
65578,GEEL E 162ND ST.HDFC.YR15.FY18,Multifamily Finance Program,2018-06-13T00:00:00.000,2018-06-13T00:00:00.000,Yes,Non Prevailing Wage,69,1,0,0,0,1,71,0,71,71,0,420c
65582,4697 THIRD AVENUE,Small Homes Program,2019-12-12T00:00:00.000,2024-03-21T00:00:00.000,No,Non Prevailing Wage,12,12,28,0,0,1,53,0,53,53,0,420c
65596,CONFIDENTIAL,Confidential,2017-08-16T00:00:00.000,2017-08-16T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65599,FAILE700LLC.HRP.FY19,Multifamily Finance Program,2018-11-14T00:00:00.000,2021-06-18T00:00:00.000,No,Non Prevailing Wage,1,0,18,0,0,0,19,0,19,19,0,J-51
65600,BROWNSVILLE SOUTH,Small Homes Program,2023-11-14T00:00:00.000,,No,Non Prevailing Wage,6,15,20,0,0,1,42,0,42,42,0,
65608,CONFIDENTIAL,Confidential,2017-08-03T00:00:00.000,2017-08-03T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65610,CONFIDENTIAL,Confidential,2017-08-28T00:00:00.000,2017-08-28T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65611,CONFIDENTIAL,Confidential,2017-08-23T00:00:00.000,2017-08-23T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65615,CONFIDENTIAL,Confidential,2017-08-08T00:00:00.000,2017-08-08T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65617,CONFIDENTIAL,Confidential,2017-08-21T00:00:00.000,2017-08-21T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65618,CONFIDENTIAL,Confidential,2017-08-18T00:00:00.000,2017-08-18T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65619,CONFIDENTIAL,Confidential,2017-08-22T00:00:00.000,2017-08-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65620,CONFIDENTIAL,Confidential,2017-08-31T00:00:00.000,2017-08-31T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65621,"KINGS BAY HOUSES SECTION TWO, INC. HRP.FY18",Multifamily Finance Program,2018-06-29T00:00:00.000,2020-05-08T00:00:00.000,No,Non Prevailing Wage,356,0,0,0,0,1,0,357,357,357,0,
65624,CONFIDENTIAL,Confidential,2017-08-31T00:00:00.000,2017-08-31T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65630,CONFIDENTIAL,Confidential,2017-08-31T00:00:00.000,2017-08-31T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65649,625 & 658 DRIGGS AVE,Multifamily Incentives Program,2018-05-01T00:00:00.000,2022-11-16T00:00:00.000,No,Non Prevailing Wage,0,0,7,0,5,0,12,0,12,39,0,421a
65711,CONFIDENTIAL,Confidential,2017-09-20T00:00:00.000,2018-01-08T00:00:00.000,No,Non Prevailing Wage,0,3,0,0,0,0,0,3,3,3,1,
65723,CONFIDENTIAL,Confidential,2017-09-22T00:00:00.000,2018-02-15T00:00:00.000,No,Non Prevailing Wage,0,0,0,3,0,0,0,3,3,3,1,
65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,Multifamily Finance Program,2018-06-29T00:00:00.000,2020-10-16T00:00:00.000,No,Non Prevailing Wage,7,92,26,0,0,5,130,0,130,130,0,420c
65772,820-836 GLENMORE AVE,Multifamily Incentives Program,2018-06-26T00:00:00.000,2021-01-26T00:00:00.000,No,Non Prevailing Wage,0,12,0,0,0,0,12,0,12,79,0,421a
65773,2437 PITKIN AVENUE,Multifamily Incentives Program,2018-06-26T00:00:00.000,2022-04-06T00:00:00.000,No,Non Prevailing Wage,0,6,0,0,4,0,10,0,10,32,0,421a
65774,260 KENT AVENUE,Multifamily Incentives Program,2018-03-09T00:00:00.000,2024-06-06T00:00:00.000,No,Non Prevailing Wage,0,0,66,0,0,0,66,0,66,332,0,421a
65775,211 WEST 29TH STREET,Multifamily Incentives Program,2018-05-02T00:00:00.000,2020-07-01T00:00:00.000,No,Non Prevailing Wage,0,0,9,0,8,0,17,0,17,55,0,421a
65812,CONFIDENTIAL,Confidential,2017-08-28T00:00:00.000,2017-08-28T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65820,CONFIDENTIAL,Confidential,2017-09-08T00:00:00.000,2017-09-08T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65821,CONFIDENTIAL,Confidential,2017-09-22T00:00:00.000,2017-09-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65822,CONFIDENTIAL,Confidential,2017-09-05T00:00:00.000,2017-09-05T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65825,633 MARCY AVE,Multifamily Incentives Program,2017-12-28T00:00:00.000,,No,Non Prevailing Wage,0,0,12,0,8,0,20,0,20,64,0,421a
65827,CONFIDENTIAL,Confidential,2017-09-15T00:00:00.000,2017-09-15T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65828,CONFIDENTIAL,Confidential,2017-09-21T00:00:00.000,2017-09-21T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65829,CONFIDENTIAL,Confidential,2017-09-28T00:00:00.000,2017-09-28T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
65830,CONFIDENTIAL,Confidential,2017-09-22T00:00:00.000,2017-09-22T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65831,LEFFERTS HEIGHTS,Multifamily Incentives Program,2017-11-06T00:00:00.000,2017-11-06T00:00:00.000,Yes,Non Prevailing Wage,0,86,0,0,0,1,87,0,87,87,0,Article XI
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,Multifamily Finance Program,2018-07-18T00:00:00.000,2018-07-18T00:00:00.000,Yes,Non Prevailing Wage,0,0,0,0,32,0,0,32,32,32,0,
65856,WYATT TEE WALKER HOUSING FOR THE ELDERLY,Multifamily Incentives Program,2017-11-08T00:00:00.000,2017-11-08T00:00:00.000,Yes,Non Prevailing Wage,0,24,55,0,0,1,80,0,80,80,79,Article XI
65983,FAC.131-10 GUY R. BREWER BOULEVARD,Multifamily Finance Program,2018-06-27T00:00:00.000,2020-10-08T00:00:00.000,No,Prevailing Wage,158,0,0,0,0,1,159,0,159,159,158,420c
66005,FOREST HILLS MHA HDFC.HRP.FY19,Multifamily Finance Program,2018-12-06T00:00:00.000,,No,Non Prevailing Wage,287,122,21,0,0,0,430,0,430,430,0,
66021,CONFIDENTIAL,Confidential,2017-10-03T00:00:00.000,2017-10-03T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
66022,CONFIDENTIAL,Confidential,2017-10-05T00:00:00.000,2017-10-05T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
66024,CONFIDENTIAL,Confidential,2017-10-05T00:00:00.000,2017-10-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
66025,CONFIDENTIAL,Confidential,2017-10-26T00:00:00.000,2017-10-26T00:00:00.000,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
66032,CONFIDENTIAL,Confidential,2017-10-23T00:00:00.000,2017-10-23T00:00:00.000,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
66033,CONFIDENTIAL,Confidential,2017-10-26T00:00:00.000,2017-10-26T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
66035,CONFIDENTIAL,Confidential,2017-10-23T00:00:00.000,2017-10-23T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
66037,CONFIDENTIAL,Confidential,2017-10-31T00:00:00.000,2017-10-31T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
66038,CONFIDENTIAL,Confidential,2017-10-31T00:00:00.000,2017-10-31T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
66045,RISLEY DENT TOWERS.HUDMF.FY23,Multifamily Finance Program,2023-06-28T00:00:00.000,2023-06-28T00:00:00.000,Yes,Non Prevailing Wage,159,40,42,6,0,1,248,0,248,248,18,Article XI
66053,183 TOMPKINS LLC,Multifamily Incentives Program,2017-07-06T00:00:00.000,2017-10-27T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,2,0,2,10,0,421a
